sza_deg,wavelength_nm,vza_deg,raa_deg,rho_I,rho_Q,rho_U,direct_transmittance,irradiance_transmittance,diffuse_dn_hemi,diffuse_dn_dir,sunglint_up_flux_ratio_diag,toa_up_flux_ratio_diag
50.000000,748.000,0.000000,0.000000,1.2755217726e-02,-5.3377799204e-03,-1.3073790188e-18,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,5.000000,1.2755217726e-02,-5.2566870495e-03,9.2689575596e-04,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,10.000000,1.2755217726e-02,-5.0158724026e-03,1.8256282534e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,15.000000,1.2755217726e-02,-4.6226530109e-03,2.6688899602e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,20.000000,1.2755217726e-02,-4.0889766466e-03,3.4310587961e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,25.000000,1.2755217726e-02,-3.4310587961e-03,4.0889766466e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,30.000000,1.2755217726e-02,-2.6688899602e-03,4.6226530109e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,35.000000,1.2755217726e-02,-1.8256282534e-03,5.0158724026e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,40.000000,1.2755217726e-02,-9.2689575596e-04,5.2566870495e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,45.000000,1.2755217726e-02,-1.6311968466e-18,5.3377799204e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,50.000000,1.2755217726e-02,9.2689575596e-04,5.2566870495e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,55.000000,1.2755217726e-02,1.8256282534e-03,5.0158724026e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
50.000000,748.000,0.000000,60.000000,1.2755217726e-02,2.6688899602e-03,4.6226530109e-03,9.5092307463e-01,9.7336578312e-01,2.2442708490e-02,2.5030103066e-02,1.2853537283e-04,8.1988959134e-03
