sza_deg,wavelength_nm,vza_deg,raa_deg,rho_I,rho_Q,rho_U,direct_transmittance,irradiance_transmittance,diffuse_dn_hemi,diffuse_dn_dir,sunglint_up_flux_ratio_diag,toa_up_flux_ratio_diag
75.000000,748.000,0.000000,0.000000,2.7604934929e-02,-2.2752335095e-02,-5.5727148694e-18,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,5.000000,2.7604934929e-02,-2.2406676000e-02,3.9509015269e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,10.000000,2.7604934929e-02,-2.1380201394e-02,7.7817569101e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,15.000000,2.7604934929e-02,-1.9704100187e-02,1.1376167547e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,20.000000,2.7604934929e-02,-1.7429299867e-02,1.4624919090e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,25.000000,2.7604934929e-02,-1.4624919090e-02,1.7429299867e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,30.000000,2.7604934929e-02,-1.1376167547e-02,1.9704100187e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,35.000000,2.7604934929e-02,-7.7817569101e-03,2.1380201394e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,40.000000,2.7604934929e-02,-3.9509015269e-03,2.2406676000e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,45.000000,2.7604934929e-02,-6.9620205974e-18,2.2752335095e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,50.000000,2.7604934929e-02,3.9509015269e-03,2.2406676000e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,55.000000,2.7604934929e-02,7.7817569101e-03,2.1380201394e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,60.000000,2.7604934929e-02,1.1376167547e-02,1.9704100187e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,65.000000,2.7604934929e-02,1.4624919090e-02,1.7429299867e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,70.000000,2.7604934929e-02,1.7429299867e-02,1.4624919090e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,75.000000,2.7604934929e-02,1.9704100187e-02,1.1376167547e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,80.000000,2.7604934929e-02,2.1380201394e-02,7.7817569101e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,85.000000,2.7604934929e-02,2.2406676000e-02,3.9509015269e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,90.000000,2.7604934929e-02,2.2752335095e-02,8.3571001362e-18,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,95.000000,2.7604934929e-02,2.2406676000e-02,-3.9509015269e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,100.000000,2.7604934929e-02,2.1380201394e-02,-7.7817569101e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,105.000000,2.7604934929e-02,1.9704100187e-02,-1.1376167547e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,110.000000,2.7604934929e-02,1.7429299867e-02,-1.4624919090e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,115.000000,2.7604934929e-02,1.4624919090e-02,-1.7429299867e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,120.000000,2.7604934929e-02,1.1376167547e-02,-1.9704100187e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,125.000000,2.7604934929e-02,7.7817569101e-03,-2.1380201394e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,130.000000,2.7604934929e-02,3.9509015269e-03,-2.2406676000e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,135.000000,2.7604934929e-02,9.7508622124e-18,-2.2752335095e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,140.000000,2.7604934929e-02,-3.9509015269e-03,-2.2406676000e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,145.000000,2.7604934929e-02,-7.7817569101e-03,-2.1380201394e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,150.000000,2.7604934929e-02,-1.1376167547e-02,-1.9704100187e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,155.000000,2.7604934929e-02,-1.4624919090e-02,-1.7429299867e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,160.000000,2.7604934929e-02,-1.7429299867e-02,-1.4624919090e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,165.000000,2.7604934929e-02,-1.9704100187e-02,-1.1376167547e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,170.000000,2.7604934929e-02,-2.1380201394e-02,-7.7817569101e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,175.000000,2.7604934929e-02,-2.2406676000e-02,-3.9509015269e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,180.000000,2.7604934929e-02,-2.2752335095e-02,-1.1145429739e-17,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,185.000000,2.7604934929e-02,-2.2406676000e-02,3.9509015269e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,190.000000,2.7604934929e-02,-2.1380201394e-02,7.7817569101e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,195.000000,2.7604934929e-02,-1.9704100187e-02,1.1376167547e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,200.000000,2.7604934929e-02,-1.7429299867e-02,1.4624919090e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,205.000000,2.7604934929e-02,-1.4624919090e-02,1.7429299867e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,210.000000,2.7604934929e-02,-1.1376167547e-02,1.9704100187e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,215.000000,2.7604934929e-02,-7.7817569101e-03,2.1380201394e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,220.000000,2.7604934929e-02,-3.9509015269e-03,2.2406676000e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,225.000000,2.7604934929e-02,-1.2539997265e-17,2.2752335095e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,230.000000,2.7604934929e-02,3.9509015269e-03,2.2406676000e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,235.000000,2.7604934929e-02,7.7817569101e-03,2.1380201394e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,240.000000,2.7604934929e-02,1.1376167547e-02,1.9704100187e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,245.000000,2.7604934929e-02,1.4624919090e-02,1.7429299867e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,250.000000,2.7604934929e-02,1.7429299867e-02,1.4624919090e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,255.000000,2.7604934929e-02,1.9704100187e-02,1.1376167547e-02,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,260.000000,2.7604934929e-02,2.1380201394e-02,7.7817569101e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
75.000000,748.000,0.000000,265.000000,2.7604934929e-02,2.2406676000e-02,3.9509015269e-03,8.8466640264e-01,9.4570442057e-01,6.1038017929e-02,5.4130164836e-02,5.2269855847e-10,7.1446828985e-03
