wavelength_nm,a_star_m2_per_mg,segment,source,decision,scientific_status
971,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
972,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
973,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
974,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
975,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
976,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
977,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
978,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
979,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
980,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
981,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
982,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
983,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
984,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
985,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
986,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
987,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
988,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
989,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
990,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
991,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
992,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
993,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
994,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
995,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
996,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
997,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
998,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
999,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1000,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1001,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1002,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1003,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1004,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1005,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1006,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1007,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1008,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1009,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1010,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1011,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1012,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1013,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1014,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1015,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1016,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1017,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1018,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1019,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1020,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1021,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1022,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1023,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1024,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1025,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1026,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1027,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1028,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1029,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1030,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1031,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1032,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1033,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1034,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1035,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1036,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1037,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1038,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1039,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1040,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1041,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1042,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1043,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1044,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1045,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1046,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1047,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1048,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1049,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1050,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1051,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1052,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1053,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1054,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1055,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1056,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1057,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1058,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1059,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1060,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1061,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1062,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1063,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1064,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1065,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1066,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1067,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1068,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1069,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1070,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1071,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1072,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1073,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1074,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1075,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1076,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1077,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1078,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1079,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1080,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1081,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1082,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1083,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1084,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1085,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1086,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1087,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1088,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1089,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1090,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1091,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1092,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1093,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1094,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1095,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1096,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1097,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1098,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1099,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
1100,0,approved_zero_extension,,OCRT project decision: a_star=0 for wavelength>850 nm,project-approved closure; not source measurement
