sza_deg,vza_deg,raa_deg,rep_eI,rep_eP,med_eI,med_eP,q25_eP,slope
25,80,125,0.002059314260418787,0.007634611363587438,0.0007317434435152783,0.023555609711640543,0.004748355432151094,1.2150443630084127
25,80,130,0.002186366311945718,0.005938372848920817,0.0007638745674811848,0.023739941092013567,0.00435524900918084,1.2772126737209204
25,80,135,0.002311631157710433,0.004438957124506922,0.0007986924783857201,0.0236276463384981,0.003819313708120687,1.2898078364174603
25,80,140,0.002421087598272257,0.0031552436512840374,0.000825748264958355,0.023407949947650913,0.002953494919924439,1.1966068078947658
25,80,145,0.0025089847376031683,0.002606471263681851,0.0008373093580252636,0.022941233515166002,0.0027098317201376507,1.3071677183508557
25,80,150,0.0025833108590159436,0.003496836812746663,0.0008550303661228678,0.023093775049895175,0.003433301982252954,1.3359859538734162
25,80,155,0.0026550292468175,0.00473428664214383,0.0008546145879446132,0.02383136579362343,0.004220390486706007,1.378276864450808
25,80,160,0.0027245269494969825,0.0055409599777046835,0.000870890183950453,0.024464976983240773,0.004228452452685053,1.4151032607521503
25,80,165,0.002781203899183706,0.006021333063809267,0.0008971707536566953,0.024657140280456517,0.004217292591088578,1.4265271726571904
25,80,170,0.0028156507341625912,0.006488563885780946,0.000907448235330021,0.024691451288732763,0.004478016808530447,1.4288663926051113
25,80,175,0.002829592720190552,0.006962169723260013,0.0009061067505174714,0.024719164601176027,0.004624598777559892,1.34461257401819
25,80,180,0.002832479636869646,0.007175646195898997,0.0009038934692915043,0.02470133885043259,0.004683732606325133,1.2947724118851913
25,80,185,0.002829592720190552,0.006962169723260013,0.0009061067505174714,0.024719164601176027,0.004624598777559892,1.34461257401819
25,80,190,0.0028156507341625912,0.006488563885780946,0.000907448235330021,0.024691451288732763,0.004478016808530447,1.4288663926051113
25,80,195,0.002781203899183706,0.006021333063809267,0.0008971707536566953,0.024657140280456517,0.004217292591088578,1.4265271726571904
25,80,200,0.0027245269494969825,0.0055409599777046835,0.000870890183950453,0.024464976983240773,0.004228452452685053,1.4151032607521503
25,80,205,0.0026550292468175,0.00473428664214383,0.0008546145879446132,0.02383136579362343,0.004220390486706007,1.378276864450808
25,80,210,0.0025833108590159436,0.003496836812746663,0.0008550303661228678,0.023093775049895175,0.003433301982252954,1.3359859538734162
25,80,215,0.0025089847376031683,0.002606471263681851,0.0008373093580252636,0.022941233515166002,0.0027098317201376507,1.3071677183508557
25,80,220,0.002421087598272257,0.0031552436512840374,0.000825748264958355,0.023407949947650913,0.002953494919924439,1.1966068078947658
25,80,225,0.002311631157710433,0.004438957124506922,0.0007986924783857201,0.0236276463384981,0.003819313708120687,1.2898078364174603
25,80,230,0.002186366311945718,0.005938372848920817,0.0007638745674811848,0.023739941092013567,0.00435524900918084,1.2772126737209204
25,80,235,0.002059314260418787,0.007634611363587438,0.0007317434435152783,0.023555609711640543,0.004748355432151094,1.2150443630084127
25,80,240,0.0019378707946904154,0.009323604552154975,0.0006948736405501749,0.022680694732551125,0.005168944246696682,1.159328191218322
25,80,245,0.001817473134227296,0.010693425261432025,0.0006567407754010397,0.022491082137822388,0.005752411147670344,1.1734521570046303
25,80,250,0.00169217892388163,0.01171094996890127,0.0006084762149571477,0.02232771023588181,0.006493138159733786,1.1254694394787335
25,80,255,0.0015664370477527709,0.0126108406206164,0.0005602667861888261,0.021456104731472463,0.006601206242388887,1.1086677315645486
25,80,260,0.001451915567364159,0.0134636674617461,0.0005161709231397043,0.020200843665828687,0.006436019237448828,1.1470077285925786
25,80,265,0.0013538433969459505,0.014032851873772125,0.00048760457798317433,0.019304309271727643,0.006482117461494631,1.0999068579434073
25,80,270,0.0012655101200353593,0.014139525145664692,0.0004664771270396235,0.018836981161500895,0.006739185662941912,1.0733262438373568
25,80,275,0.0011780982018017722,0.013974203454975498,0.0004452913951823942,0.018275094353967087,0.006973148171121714,1.0406643037582588
25,80,280,0.001092443899202612,0.013862760590170654,0.0004213357982206763,0.017411287438996143,0.007113326014427332,0.9922249554610851
25,80,285,0.0010171867944601329,0.013823125595473554,0.00039164313798569113,0.016606981687370508,0.007161015268864612,0.8897481730493457
25,80,290,0.0009565502176579529,0.013545823869900017,0.00036968673590565253,0.015885237487029642,0.007056560902819022,0.9286457070307157
25,80,295,0.0009044082804983162,0.012789230133851224,0.00034880071913413486,0.015412949138900272,0.006686887800124382,0.8883234862039433
25,80,300,0.0008519818760565102,0.011681416525051513,0.0003182492150562953,0.014963344735050827,0.006237771398500783,0.7498226836858704
25,80,305,0.0007982894079812519,0.010584635492824221,0.00028319657924642024,0.014291347603908221,0.005925332245053169,0.7963241251729363
25,80,310,0.0007500875784769052,0.009722985130477691,0.0002552995815224865,0.013866813377942128,0.005545093907577634,0.7610999487257653
25,80,315,0.0007131179677640556,0.009025329784573889,0.00023767566172694723,0.013742915416059775,0.004655323576733099,0.6896046620429093
25,80,320,0.0006865206160097496,0.008328011211869962,0.00022506986084637687,0.013361283404243689,0.0033860191257113585,0.6581358312614417
25,80,325,0.0006660126180428987,0.007652526302832425,0.00021477130573693956,0.01248924109194864,0.0032314418630882374,0.6779494413487339
25,80,330,0.0006494460440668245,0.007211112115600699,0.00021375181750150083,0.011999027553970473,0.003246893622894489,0.6610806345733616
25,80,335,0.0006371492897158642,0.00715363995712218,0.00021468866083731867,0.011788747318160804,0.0032518988630978775,0.6729496423750319
25,80,340,0.0006286709645971725,0.007374222786127504,0.000221403911710064,0.011499371860692964,0.0033347617025228384,0.6562249656010997
25,80,345,0.0006218011802452163,0.007589277512066254,0.00023062543803026216,0.011040781287546481,0.003427520544132194,0.6272097549773903
25,80,350,0.0006149821747779248,0.0076032780200652045,0.00023114608398440125,0.0107051097692006,0.0034829631803220936,0.6023220739428756
25,80,355,0.0006092043007984074,0.007473214875966659,0.0002256563946390574,0.010652749438841173,0.0034576447923256736,0.6010590735792045
25,85,0,0.0018976410614094386,0.105266219477691,0.0004786903252646645,0.020927154044317033,0.008662516285170316,1.9638212536459698
25,85,5,0.0019180899383087063,0.10562866127493906,0.00047849008403300346,0.020843812052223437,0.008558380227720765,1.9850381378422912
25,85,10,0.001960522841803855,0.10622207359226599,0.0004828072172433501,0.02094283623517717,0.00838950225379971,2.00288621290131
25,85,15,0.001952490393438741,0.10651889321194334,0.0004950623465970238,0.020686368821488665,0.008376573868240861,1.985858597377129
25,85,20,0.0019518906632234878,0.1069044823093718,0.0005073371175033023,0.020392922985215854,0.008484352549582847,1.9942101926812015
25,85,25,0.0020109344871792802,0.019787081284182703,0.0005157210433104171,0.020267270349704075,0.008434409762781887,1.6479687162909815
