vza,raa,julyOCRT_rrs0minus_I,julyOCRT_rrs0minus_Q,julyOCRT_rrs0minus_U,julyOCRT_Rrs0plus_I,julyOCRT_Rrs0plus_Q,julyOCRT_Rrs0plus_U,julyOSOAA_rrs0minus_I,julyOSOAA_rrs0minus_Q,julyOSOAA_rrs0minus_U,julyOSOAA_Rrs0plus_I,julyOSOAA_Rrs0plus_Q,julyOSOAA_Rrs0plus_U,curMoment_rrs0minus_I,curMoment_rrs0minus_Q,curMoment_rrs0minus_U,curMoment_Rrs0plus_I,curMoment_Rrs0plus_Q,curMoment_Rrs0plus_U,curDirect_rrs0minus_I,curDirect_rrs0minus_Q,curDirect_rrs0minus_U,curDirect_Rrs0plus_I,curDirect_Rrs0plus_Q,curDirect_Rrs0plus_U
15.0,135.0,2.7682276387e-02,-1.2664106692e-03,-2.7111132764e-03,1.5586355738e-02,-6.7765607043e-04,-1.5266325833e-03,2.7675556055e-02,-1.2608645191e-03,-2.7153917309e-03,1.5594475510e-02,-6.7744960758e-04,-1.5297853208e-03,2.7578004658e-02,-1.2625083366e-03,-2.7025855930e-03,1.5525056753e-02,-6.7547962548e-04,-1.5215769623e-03,2.7613586645e-02,-1.2660645680e-03,-2.7108967804e-03,1.5546238809e-02,-6.7748651378e-04,-1.5263694916e-03
15.0,150.0,2.7858426807e-02,-2.3291655660e-03,-2.1877193776e-03,1.5684185104e-02,-1.2758710763e-03,-1.2319085721e-03,2.7850995947e-02,-2.3270225508e-03,-2.1922405373e-03,1.5692671866e-02,-1.2778646099e-03,-1.2350615958e-03,2.7755310271e-02,-2.3219540182e-03,-2.1809692795e-03,1.5623524435e-02,-1.2717303186e-03,-1.2279028718e-03,2.7791325685e-02,-2.3288142947e-03,-2.1876682114e-03,1.5644953608e-02,-1.2756412465e-03,-1.2317658274e-03
15.0,165.0,2.7973580474e-02,-3.0890565806e-03,-1.2215587784e-03,1.5748055003e-02,-1.7036206071e-03,-6.8786186464e-04,2.7965704084e-02,-3.0896109514e-03,-1.2244167899e-03,1.5756776719e-02,-1.7073547788e-03,-6.8981542356e-04,2.7871356018e-02,-3.0796234002e-03,-1.2178702619e-03,1.5687888784e-02,-1.6981566070e-03,-6.8567054389e-04,2.7907456320e-02,-3.0888010667e-03,-1.2215946984e-03,1.5709367560e-02,-1.7034038807e-03,-6.8781847109e-04
15.0,180.0,2.8013643755e-02,-3.3646726652e-03,-1.1849426105e-18,1.5770261672e-02,-1.8587695784e-03,-6.6724323708e-19,2.8005602525e-02,-3.3662607318e-03,0.0000000000e+00,1.5779047271e-02,-1.8631652267e-03,0.0000000000e+00,2.7911656272e-02,-3.3544577666e-03,-1.1814417513e-18,1.5710226170e-02,-1.8528392989e-03,-6.6516100570e-19,2.7947844263e-02,-3.3644704768e-03,-1.1849870749e-18,1.5731754909e-02,-1.8585681119e-03,-6.6720656134e-19
20.0,0.0,2.6390789517e-02,5.5476533902e-05,-1.2807020530e-19,1.4858890176e-02,9.2803067398e-05,-7.2106528027e-20,2.6388498301e-02,4.1908619315e-05,-1.3083578265e-19,1.4862901122e-02,8.1329003604e-05,-7.3549029128e-20,2.6270231491e-02,5.6051428837e-05,-1.2737884451e-19,1.4788548485e-02,9.2830018447e-05,-7.1705321427e-20,2.6298201255e-02,5.5075743737e-05,-1.2792667762e-19,1.4805389998e-02,9.2352865821e-05,-7.2019057131e-20
20.0,15.0,2.6412445604e-02,1.9220831850e-04,2.4476927110e-04,1.4871402153e-02,1.6983745092e-04,1.3781083793e-04,2.6410135188e-02,1.7969581920e-04,2.5060203814e-04,1.4875524254e-02,1.5894270385e-04,1.4084863508e-04,2.6292415972e-02,1.9205410984e-04,2.4350716696e-04,1.4801354127e-02,1.6944235642e-04,1.3707739103e-04,2.6320540150e-02,1.9153991047e-04,2.4459165080e-04,1.4818284598e-02,1.6923105498e-04,1.3769809707e-04
20.0,30.0,2.6479704010e-02,5.5532178264e-04,3.2535534376e-04,1.4910117661e-02,3.7443750906e-04,1.8318268608e-04,2.6477374688e-02,5.4610128401e-04,3.3631392750e-04,1.4914601091e-02,3.6534564391e-04,1.8886620647e-04,2.6360789068e-02,5.5354492718e-04,3.2385599351e-04,1.4840686894e-02,3.7309746692e-04,1.8230812346e-04,2.6389761718e-02,5.5429311939e-04,3.2550211356e-04,1.4858100898e-02,3.7361395466e-04,1.8324837124e-04
20.0,45.0,2.6598233637e-02,1.0155799770e-03,1.2452875063e-04,1.4977926949e-02,6.3385241014e-04,7.0112606021e-05,2.6595655540e-02,1.0116080292e-03,1.3873121888e-04,1.4982925459e-02,6.2762933887e-04,7.7400920504e-05,2.6481052512e-02,1.0122391419e-03,1.2393145695e-04,1.4909457256e-02,6.3159275337e-04,6.9764684947e-05,2.6511267147e-02,1.0146695005e-03,1.2521422831e-04,1.4927579496e-02,6.3307834127e-04,7.0492025820e-05
20.0,60.0,2.6773914770e-02,1.3948698553e-03,-3.9220614380e-04,1.5077725256e-02,8.4781319093e-04,-2.2082125373e-04,2.6770760554e-02,1.3968590267e-03,-3.7755679185e-04,1.5083292111e-02,8.4484950766e-04,-2.1348137035e-04,2.6658900377e-02,1.3904793905e-03,-3.9112500292e-04,1.5010456208e-02,8.4493205124e-04,-2.2017583972e-04,2.6690560730e-02,1.3944575941e-03,-3.9131633676e-04,1.5029403459e-02,8.4730824365e-04,-2.2029989473e-04
20.0,75.0,2.7008794567e-02,1.5133057848e-03,-1.1606308300e-03,1.5210245528e-02,9.1504392942e-04,-6.5346236677e-04,2.7004705575e-02,1.5206489412e-03,-1.1482078562e-03,1.5216473387e-02,9.1479131616e-04,-6.4756472414e-04,2.6896292346e-02,1.5085204481e-03,-1.1572770985e-03,1.5144367658e-02,9.1193515612e-04,-6.5146552906e-04,2.6929402020e-02,1.5132925867e-03,-1.1599395874e-03,1.5164142631e-02,9.1476666834e-04,-6.5301278016e-04
20.0,90.0,2.7297414924e-02,1.2397867021e-03,-2.0262023259e-03,1.5372108846e-02,7.6171828643e-04,-1.1407994112e-03,2.7292114887e-02,1.2501757409e-03,-2.0176320182e-03,1.5379054173e-02,7.6302295949e-04,-1.1372530716e-03,2.7187684339e-02,1.2356521119e-03,-2.0201466328e-03,1.5307765762e-02,7.5900786296e-04,-1.1372003271e-03,2.7222079234e-02,1.2398530615e-03,-2.0257487477e-03,1.5328275078e-02,7.6150945846e-04,-1.1404385505e-03
20.0,105.0,2.7624524470e-02,5.3438611201e-04,-2.7767751059e-03,1.5554635110e-02,3.6532093548e-04,-1.5633894826e-03,2.7617843690e-02,5.4573288260e-04,-2.7724351574e-03,1.5562390721e-02,3.6686017540e-04,-1.5623788367e-03,2.7517619699e-02,5.3236407529e-04,-2.7682275844e-03,1.5491857278e-02,3.6387240634e-04,-1.5583172346e-03,2.7553060719e-02,5.3443671884e-04,-2.7763344911e-03,1.5512964234e-02,3.6514893301e-04,-1.5629968357e-03
20.0,120.0,2.7964837994e-02,-5.2887878133e-04,-3.1945185429e-03,1.5743760711e-02,-2.3253333343e-04,-1.7985888311e-03,2.7956569195e-02,-5.1838462983e-04,-3.1938709540e-03,1.5752271476e-02,-2.3189657838e-04,-1.7997279146e-03,2.7860446478e-02,-5.2746294218e-04,-3.1845355743e-03,1.5682374171e-02,-2.3194104765e-04,-1.7926693231e-03,2.7896692853e-02,-5.2866872764e-04,-3.1939946529e-03,1.5703941014e-02,-2.3255253590e-04,-1.7981275498e-03
20.0,135.0,2.8285205129e-02,-1.7680304632e-03,-3.1161428281e-03,1.5921245596e-02,-9.2946337162e-04,-1.7544614662e-03,2.8275182365e-02,-1.7596823287e-03,-3.1180475648e-03,1.5930265849e-02,-9.3053983189e-04,-1.7569542680e-03,2.8182666017e-02,-1.7626059550e-03,-3.1065509022e-03,1.5860881605e-02,-9.2649397875e-04,-1.7487694431e-03,2.8219457746e-02,-1.7675512847e-03,-3.1157291274e-03,1.5882759993e-02,-9.2926101293e-04,-1.7540662996e-03
20.0,150.0,2.8549183843e-02,-2.9310730589e-03,-2.4853400821e-03,1.6067159765e-02,-1.5836733931e-03,-1.3993047319e-03,2.8537372551e-02,-2.9254894442e-03,-2.4881961610e-03,1.6076391620e-02,-1.5868107161e-03,-1.4020447998e-03,2.8448483417e-02,-2.9221630590e-03,-2.4779680237e-03,1.6007814641e-02,-1.5786285605e-03,-1.3949215375e-03,2.8484820404e-02,-2.9304892985e-03,-2.4852044933e-03,1.6029440037e-02,-1.5833484230e-03,-1.3990989817e-03
20.0,165.0,2.8723402149e-02,-3.7593788774e-03,-1.3797580316e-03,1.6163317207e-02,-2.0496265497e-03,-7.7683611848e-04,2.8710222371e-02,-3.7561917477e-03,-1.3817946645e-03,1.6172601553e-02,-2.0544876627e-03,-7.7861375587e-04,2.8623825967e-02,-3.7482573084e-03,-1.3758234535e-03,1.6104594089e-02,-2.0432564584e-03,-7.7449174032e-04,2.8659647924e-02,-3.7589065154e-03,-1.3797968834e-03,1.6125931299e-02,-2.0493197783e-03,-7.7678614360e-04
20.0,180.0,2.8784310510e-02,-4.0593878302e-03,-1.3360725961e-18,1.6196910433e-02,-2.2183979777e-03,-7.5224019413e-19,2.8770623062e-02,-4.0571614344e-03,0.0000000000e+00,1.6206154216e-02,-2.2239424067e-03,0.0000000000e+00,2.8684977071e-02,-4.0475458517e-03,-1.3323811738e-18,1.6138320045e-02,-2.2115936451e-03,-7.5003679537e-19,2.8720679926e-02,-4.0590182196e-03,-1.3361907128e-18,1.6159590785e-02,-2.2181331554e-03,-7.5223711797e-19
25.0,0.0,2.6532567126e-02,3.0687594334e-04,-6.6675756655e-20,1.4935186825e-02,2.7250460129e-04,-3.7528057786e-20,2.6530884865e-02,2.9298281271e-04,-6.9508234311e-20,1.4939300549e-02,2.5784587610e-04,-3.8961008529e-20,2.6409706426e-02,3.0686676440e-04,-6.6055922082e-20,1.4863555864e-02,2.7199206448e-04,-3.7172990290e-20,2.6437107193e-02,3.0645323404e-04,-6.6422016354e-20,1.4880078631e-02,2.7188254537e-04,-3.7381783897e-20
25.0,15.0,2.6557214427e-02,4.2848997867e-04,1.1513753558e-04,1.4949517060e-02,3.4104856192e-04,6.4804485247e-05,2.6555388389e-02,4.1547448563e-04,1.2123489991e-04,1.4953699760e-02,3.2686799543e-04,6.7887334918e-05,2.6434871328e-02,4.2760403800e-04,1.1410852109e-04,1.4878171702e-02,3.4003313700e-04,6.4214605029e-05,2.6462558614e-02,4.2761649058e-04,1.1484699575e-04,1.4894858409e-02,3.4016948984e-04,6.4634978160e-05
25.0,30.0,2.6635223337e-02,7.4775282114e-04,7.5477731358e-05,1.4994625505e-02,5.2104114485e-04,4.2482197519e-05,2.6633171953e-02,7.3787026566e-04,8.7314769928e-05,1.4999134532e-02,5.0856341858e-04,4.8457438643e-05,2.6514132174e-02,7.4518599246e-04,7.4747498492e-05,1.4923970850e-02,5.1905448353e-04,4.2064177565e-05,2.6542919397e-02,7.4633896661e-04,7.5721904624e-05,1.4941284296e-02,5.1985014861e-04,4.2615687242e-05
25.0,45.0,2.6776970347e-02,1.1395834099e-03,-2.2828734487e-04,1.5075882262e-02,7.4211866016e-04,-1.2849019043e-04,2.6774490171e-02,1.1351524932e-03,-2.1250123856e-04,1.5080978021e-02,7.3260738753e-04,-1.2059252059e-04,2.6658036650e-02,1.1357758339e-03,-2.2757754839e-04,1.5006423539e-02,7.3940501377e-04,-1.2806933474e-04,2.6688433365e-02,1.1384270985e-03,-2.2725201968e-04,1.5024654566e-02,7.4106632816e-04,-1.2789563395e-04
25.0,60.0,2.6994294781e-02,1.4315549088e-03,-8.2534165212e-04,1.5199302750e-02,9.0727403288e-04,-4.6453869844e-04,2.6991027665e-02,1.4332642308e-03,-8.0862652871e-04,1.5205061366e-02,9.0099043075e-04,-4.5637575170e-04,2.6878189683e-02,1.4272180886e-03,-8.2272600766e-04,1.5131413296e-02,9.0424565380e-04,-4.6298931163e-04,2.6910421523e-02,1.4311904545e-03,-8.2412179348e-04,1.5150691383e-02,9.0666962361e-04,-4.6380920785e-04
25.0,75.0,2.7294198296e-02,1.4492547056e-03,-1.6489535857e-03,1.5368172010e-02,9.1836428835e-04,-9.2810383495e-04,2.7289534116e-02,1.4569555084e-03,-1.6342172265e-03,1.5374696169e-02,9.1522553752e-04,-9.2128734983e-04,2.7181349000e-02,1.4449017586e-03,-1.6441004953e-03,1.5302086591e-02,9.1533722666e-04,-9.2521805496e-04,2.7215357897e-02,1.4494021983e-03,-1.6481887496e-03,1.5322379466e-02,9.1806590413e-04,-9.2758755364e-04
25.0,90.0,2.7672919067e-02,1.0653635093e-03,-2.5435667655e-03,1.5579893880e-02,7.0371276569e-04,-1.4316316057e-03,2.7666294649e-02,1.0765303673e-03,-2.5324458740e-03,1.5587204171e-02,7.0226205020e-04,-1.4270686985e-03,2.7563491136e-02,1.0618895366e-03,-2.5361475324e-03,1.5515701893e-02,7.0122900164e-04,-1.4272177971e-03,2.7599008536e-02,1.0654269306e-03,-2.5432172899e-03,1.5536855991e-02,7.0340545553e-04,-1.4313025162e-03
25.0,105.0,2.8111929041e-02,2.4218177391e-04,-3.2952159370e-03,1.5823897952e-02,2.4203034754e-04,-1.8546929244e-03,2.8102844583e-02,2.5480729747e-04,-3.2879848286e-03,1.5831941542e-02,2.4099580361e-04,-1.8525083010e-03,2.8005764424e-02,2.4098103756e-04,-3.2852839657e-03,1.5761510311e-02,2.4091510232e-04,-1.8487945533e-03,2.8042448739e-02,2.4204498595e-04,-3.2947602777e-03,1.5783330095e-02,2.4166971698e-04,-1.8542649479e-03
25.0,120.0,2.8576978603e-02,-9.4325231579e-04,-3.6818848374e-03,1.6081196306e-02,-4.2345030664e-04,-2.0723272426e-03,2.8564992116e-02,-9.3062159729e-04,-3.6781466973e-03,1.6089859202e-02,-4.2504747994e-04,-2.0722067977e-03,2.8473621282e-02,-9.4065822399e-04,-3.6705432821e-03,1.6020359887e-02,-4.2230848194e-04,-2.0655993510e-03,2.8510962275e-02,-9.4313912809e-04,-3.6811010171e-03,1.6042555134e-02,-4.2359567608e-04,-2.0716944513e-03
25.0,135.0,2.9020920941e-02,-2.3018189268e-03,-3.5348360749e-03,1.6325963241e-02,-1.1864591330e-03,-1.9895617108e-03,2.9005718840e-02,-2.2902758257e-03,-3.5339441887e-03,1.6334936619e-02,-1.1893576124e-03,-1.9909435387e-03,2.8920679076e-02,-2.2947957559e-03,-3.5241560610e-03,1.6266855940e-02,-1.1826858903e-03,-1.9832198977e-03,2.8957125901e-02,-2.3011100957e-03,-3.5340666227e-03,1.6288551822e-02,-1.1861903506e-03,-1.9889446605e-03
25.0,150.0,2.9390468507e-02,-3.5686401321e-03,-2.7950894814e-03,1.6529201597e-02,-1.8981082107e-03,-1.5731996881e-03,2.9372190240e-02,-3.5590128495e-03,-2.7959544967e-03,1.6538202902e-02,-1.9027837705e-03,-1.5751977632e-03,2.9292268093e-02,-3.5579442206e-03,-2.7871477433e-03,1.6471223081e-02,-1.8921417883e-03,-1.5684682422e-03,2.9327725485e-02,-3.5675534380e-03,-2.7947390151e-03,1.6492364882e-02,-1.8975569912e-03,-1.5728569478e-03
25.0,165.0,2.9635988768e-02,-4.4687385446e-03,-1.5451488431e-03,1.6664009440e-02,-2.4038113254e-03,-8.6967794566e-04,2.9615420716e-02,-4.4610642664e-03,-1.5462076181e-03,1.6672863586e-02,-2.4101235469e-03,-8.7112009056e-04,2.9538880438e-02,-4.4559620681e-03,-1.5410637483e-03,1.6606630860e-02,-2.3965856385e-03,-8.6723409420e-04,2.9573500644e-02,-4.4677080051e-03,-1.5451422085e-03,1.6627303504e-02,-2.4032439804e-03,-8.6959377779e-04
25.0,180.0,2.9722107925e-02,-4.7945287325e-03,-1.4943227667e-18,1.6711257028e-02,-2.5868606542e-03,-8.4107078725e-19,2.9700686809e-02,-4.7877290266e-03,0.0000000000e+00,1.6720044496e-02,-2.5938507089e-03,0.0000000000e+00,2.9625254724e-02,-4.7811322308e-03,-1.4904474902e-18,1.6654016481e-02,-2.5792545691e-03,-8.3874977949e-19,2.9659631946e-02,-4.7936122896e-03,-1.4944058057e-18,1.6674553129e-02,-2.5863405479e-03,-8.4103973276e-19
30.0,0.0,2.6724570951e-02,4.9645490036e-04,-6.0286881613e-21,1.5035641997e-02,4.2964422009e-04,-3.3910299378e-21,2.6723888266e-02,4.8265705480e-04,-8.8823652426e-21,1.5040313453e-02,4.1075007866e-04,-4.7237386531e-21,2.6599584294e-02,4.9616025843e-04,-5.3796769432e-21,1.4962839536e-02,4.2870369138e-04,-3.0254682758e-21,2.6626674986e-02,4.9614343112e-04,-5.5983850056e-21,1.4979187238e-02,4.2887847068e-04,-3.1487008198e-21
30.0,15.0,2.6752075089e-02,6.0435929592e-04,-1.3023253472e-05,1.5051720554e-02,4.9049633180e-04,-7.3253486045e-06,2.6751158971e-02,5.9118400628e-04,-6.6999038008e-06,1.5056418803e-02,4.7193327317e-04,-4.3658240527e-06,2.6627492326e-02,6.0295182610e-04,-1.3876304990e-05,1.4979136309e-02,4.8892205940e-04,-7.8038739084e-06,2.6655046885e-02,6.0332999854e-04,-1.3479211164e-05,1.4995748349e-02,4.8932608849e-04,-7.5811154821e-06
30.0,30.0,2.6840791219e-02,8.8368238653e-04,-1.7213300110e-04,1.5103196090e-02,6.4811768668e-04,-9.6821753653e-05,2.6839369332e-02,8.7341032795e-04,-1.5941071661e-04,1.5108174569e-02,6.3108792448e-04,-9.0845558317e-05,2.6717564846e-02,8.8047392866e-04,-1.7211624347e-04,1.5031355989e-02,6.4551186676e-04,-9.6796190524e-05,2.6746484485e-02,8.8188017749e-04,-1.7181306108e-04,1.5048745490e-02,6.4651344753e-04,-9.6632854964e-05
30.0,45.0,2.7006795772e-02,1.2127528064e-03,-5.7905864040e-04,1.5198427102e-02,8.3415734388e-04,-3.2571019313e-04,2.7004705965e-02,1.2081241131e-03,-5.6159405663e-04,1.5204021703e-02,8.2017764246e-04,-3.1754457681e-04,2.6886172533e-02,1.2086083872e-03,-5.7700947223e-04,1.5128029906e-02,8.3100875937e-04,-3.2450347326e-04,2.6917068830e-02,1.2113414028e-03,-5.7765539369e-04,1.5146545835e-02,8.3278147905e-04,-3.2489084081e-04
30.0,60.0,2.7269263433e-02,1.4240184604e-03,-1.2576816381e-03,1.5347256707e-02,9.5447341078e-04,-7.0742356760e-04,2.7266023293e-02,1.4263212336e-03,-1.2387301761e-03,1.5353662536e-02,9.4409674434e-04,-6.9880817595e-04,2.7152180063e-02,1.4199216504e-03,-1.2534663363e-03,1.5278825853e-02,9.5135146350e-04,-7.0493501288e-04,2.7185281620e-02,1.4237554470e-03,-1.2561073280e-03,1.5298599533e-02,9.5376466566e-04,-7.0647270048e-04
30.0,75.0,2.7641534260e-02,1.3478067923e-03,-2.1386974504e-03,1.5556234055e-02,9.1369838098e-04,-1.2029793029e-03,2.7636282993e-02,1.3561378961e-03,-2.1214720047e-03,1.5563534877e-02,9.0639461319e-04,-1.1956583817e-03,2.7528431783e-02,1.3441253159e-03,-2.1323470456e-03,1.5490009624e-02,9.1083921821e-04,-1.1992073888e-03,2.7563597515e-02,1.3481980904e-03,-2.1379146218e-03,1.5510961333e-02,9.1339544334e-04,-1.2024277565e-03
30.0,90.0,2.8122478356e-02,8.5973888253e-04,-3.0655367304e-03,1.5824023666e-02,6.4186146403e-04,-1.7243099244e-03,2.8114160389e-02,8.7185094220e-04,-3.0516546192e-03,1.5832094439e-02,6.3624944416e-04,-1.7191639094e-03,2.8013290989e-02,8.5705682095e-04,-3.0568497994e-03,1.5759962144e-02,6.3963172739e-04,-1.7191370763e-03,2.8050133486e-02,8.5979458247e-04,-3.0654144975e-03,1.5781869486e-02,6.4142637120e-04,-1.7240817006e-03
30.0,105.0,2.8690319483e-02,-7.6777613278e-05,-3.8221957078e-03,1.6138170270e-02,1.1825654841e-04,-2.1499171505e-03,2.8677944056e-02,-6.2760527969e-05,-3.8117087112e-03,1.6146889292e-02,1.1309534850e-04,-2.1469204860e-03,2.8584482722e-02,-7.7152531656e-05,-3.8109664944e-03,1.6075953802e-02,1.1743051624e-04,-2.1432436093e-03,2.8622590927e-02,-7.7212307807e-05,-3.8217752336e-03,1.6098580761e-02,1.1762003009e-04,-2.1494818236e-03
30.0,120.0,2.9300628848e-02,-1.3827929478e-03,-4.1815800479e-03,1.6474126474e-02,-6.1295632154e-04,-2.3520644542e-03,2.9283460214e-02,-1.3677641306e-03,-4.1741590570e-03,1.6483355759e-02,-6.1840572278e-04,-2.3508978892e-03,2.9198988432e-02,-1.3790516715e-03,-4.1688307314e-03,1.6414237259e-02,-6.1132184503e-04,-2.3445023294e-03,2.9236155252e-02,-1.3828205220e-03,-4.1803518905e-03,1.6436338963e-02,-6.1327790948e-04,-2.3511561658e-03
30.0,135.0,2.9889757188e-02,-2.8623998302e-03,-3.9678948784e-03,1.6797191305e-02,-1.4419354267e-03,-2.2318703444e-03,2.9867550069e-02,-2.8470234807e-03,-3.9634949360e-03,1.6806621892e-02,-1.4482301833e-03,-2.2322390027e-03,2.9791525075e-02,-2.8537059329e-03,-3.9560860741e-03,1.6739192991e-02,-1.4373581588e-03,-2.2248571875e-03,2.9827086403e-02,-2.8612099433e-03,-3.9664316243e-03,1.6760394771e-02,-1.4414854298e-03,-2.2308409469e-03
30.0,150.0,3.0384147528e-02,-4.2368222309e-03,-3.1178711341e-03,1.7067556917e-02,-2.2122802748e-03,-1.7537470964e-03,3.0357310471e-02,-4.2220867723e-03,-3.1161496309e-03,1.7076983410e-02,-2.2199968723e-03,-1.7550472159e-03,3.0288214490e-02,-4.2242623961e-03,-3.1094378132e-03,1.7010828325e-02,-2.2053873986e-03,-1.7487119689e-03,3.0322061099e-02,-4.2346175390e-03,-3.1169870024e-03,1.7031069764e-02,-2.2111849575e-03,-1.7530876351e-03
30.0,165.0,3.0714352414e-02,-5.2125433747e-03,-1.7183612341e-03,1.7247810061e-02,-2.7592754265e-03,-9.6654765227e-04,3.0684250068e-02,-5.1990724048e-03,-1.7181242907e-03,1.7257100545e-02,-2.7685096682e-03,-9.6768616041e-04,3.0619701504e-02,-5.1981675658e-03,-1.7142476996e-03,1.7191782730e-02,-2.7512628264e-03,-9.6407313797e-04,3.0652219549e-02,-5.2100685269e-03,-1.7181283062e-03,1.7211281638e-02,-2.7579778291e-03,-9.6632725346e-04
30.0,180.0,3.0830478692e-02,-5.5657078493e-03,-1.6603470282e-18,1.7311144987e-02,-2.9572806467e-03,-9.3391569259e-19,3.0799163417e-02,-5.5528940506e-03,0.0000000000e+00,1.7320360666e-02,-2.9671934786e-03,0.0000000000e+00,3.0736212525e-02,-5.5509344123e-03,-1.6565474908e-18,1.7255325722e-02,-2.9490092447e-03,-9.3162320592e-19,3.0768229474e-02,-5.5632771694e-03,-1.6602565217e-18,1.7274545014e-02,-2.9559902336e-03,-9.3377841388e-19
35.0,0.0,2.6952982079e-02,6.2618154357e-04,5.3758086783e-20,1.5148912912e-02,5.6792639781e-04,3.0201622678e-20,2.6953869854e-02,6.1271763233e-04,5.0867020525e-20,1.5154801489e-02,5.4274393803e-04,2.8959668521e-20,2.6826032555e-02,6.2566951186e-04,5.4310891793e-20,1.5075067302e-02,5.6652642904e-04,3.0507105967e-20,2.6853094989e-02,6.2589968913e-04,5.4323701908e-20,1.5091391871e-02,5.6691474332e-04,3.0516566073e-20
35.0,15.0,2.6983493194e-02,7.2174431336e-04,-1.3946507405e-04,1.5166822172e-02,6.2186424011e-04,-7.8352333485e-05,2.6983972929e-02,7.0874158320e-04,-1.3292958231e-04,1.5172668259e-02,5.9691179718e-04,-7.5515390911e-05,2.6856746874e-02,7.1998777640e-04,-1.4014390368e-04,1.5093077755e-02,6.1975778427e-04,-7.8720580330e-05,2.6884495385e-02,7.2058402899e-04,-1.4009544596e-04,1.5109792041e-02,6.2036121437e-04,-7.8699200960e-05
35.0,30.0,2.7083708227e-02,9.6505039186e-04,-4.1694215707e-04,1.5225080053e-02,7.5937248822e-04,-2.3424065959e-04,2.7083392492e-02,9.5488036311e-04,-4.0337471227e-04,1.5231139219e-02,7.3586840753e-04,-2.2823675050e-04,2.6958486397e-02,9.6149582753e-04,-4.1622961632e-04,1.5152167924e-02,7.5624525512e-04,-2.3380137192e-04,2.6987864612e-02,9.6301237528e-04,-4.1660999350e-04,1.5169809559e-02,7.5738891150e-04,-2.3403240109e-04
35.0,45.0,2.7276303800e-02,1.2373487843e-03,-9.2690031643e-04,1.5335475622e-02,9.1391112384e-04,-5.2073827943e-04,2.7275038877e-02,1.2325225755e-03,-9.0770743690e-04,1.5342116838e-02,8.9347506161e-04,-5.1221736382e-04,2.7154173170e-02,1.2331502021e-03,-9.2349721507e-04,1.5264276471e-02,9.1042112146e-04,-5.1873991514e-04,2.7185877924e-02,1.2358318892e-03,-9.2514522378e-04,1.5283242842e-02,9.1224945945e-04,-5.1970418726e-04
35.0,60.0,2.7588952393e-02,1.3752529503e-03,-1.6879527721e-03,1.5512247062e-02,9.9390110677e-04,-9.4830221408e-04,2.7586000933e-02,1.3779066513e-03,-1.6666227842e-03,1.5519750249e-02,9.7729540960e-04,-9.3908672811e-04,2.7471014209e-02,1.3715575389e-03,-1.6820657973e-03,1.5443377668e-02,9.9071404497e-04,-9.4483735814e-04,2.7505260251e-02,1.3751249005e-03,-1.6860132172e-03,1.5463792156e-02,9.9306629675e-04,-9.4712495531e-04
35.0,75.0,2.8042428270e-02,1.2129058321e-03,-2.6282704728e-03,1.5765736899e-02,9.0631999663e-04,-1.4765784623e-03,2.8036469770e-02,1.2219074978e-03,-2.6084058731e-03,1.5774033734e-02,8.9287680780e-04,-1.4685807676e-03,2.7929053673e-02,1.2099321663e-03,-2.6204636479e-03,1.5699394722e-02,9.0358957108e-04,-1.4719471463e-03,2.7965594814e-02,1.2134127531e-03,-2.6275406031e-03,1.5721116926e-02,9.0590500563e-04,-1.4760318905e-03
35.0,90.0,2.8638964844e-02,6.2768451699e-04,-3.5904373931e-03,1.6096216864e-02,5.8228838121e-04,-2.0171297359e-03,2.8628416950e-02,6.4071423140e-04,-3.5736144939e-03,1.6105145373e-02,5.7053822703e-04,-2.0111811244e-03,2.8529826477e-02,6.2573987222e-04,-3.5805991649e-03,1.6032207637e-02,5.8022399866e-04,-2.0112672530e-03,2.8568170832e-02,6.2754804956e-04,-3.5906666930e-03,1.6054954198e-02,5.8159031327e-04,-2.0170719877e-03
35.0,105.0,2.9353587837e-02,-4.1722271663e-04,-4.3563118168e-03,1.6489359687e-02,9.2287016515e-07,-2.4474026817e-03,2.9336957081e-02,-4.0159358478e-04,-4.3421397240e-03,1.6498726372e-02,-1.0209981787e-05,-2.4432541578e-03,2.9248745163e-02,-4.1668648804e-04,-4.3438254536e-03,1.6427718005e-02,3.8350789175e-07,-2.4399809880e-03,2.9287373594e-02,-4.1793767010e-04,-4.3558795566e-03,1.6450628988e-02,-9.7137014792e-09,-2.4469335047e-03
35.0,120.0,3.0130692704e-02,-1.8419812200e-03,-4.6927829025e-03,1.6914563291e-02,-7.9336618873e-04,-2.6364342002e-03,3.0106965113e-02,-1.8238757393e-03,-4.6809242561e-03,1.6924150858e-02,-8.0429313050e-04,-2.6337146294e-03,3.0030608482e-02,-1.8367538133e-03,-4.6785595057e-03,1.6855561493e-02,-7.9109964760e-04,-2.6280052840e-03,3.0067280281e-02,-1.8417354761e-03,-4.6907577822e-03,1.6877375063e-02,-7.9366311869e-04,-2.6350527443e-03
